cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng
19253-19257,0,0,0,0,1,0,1,1,1,3,0,2,0.014104581935549308,9,-23.600034493460413,-46.60448022957914
73526-73532,0,0,0,0,0,0,1,0,0,1,2,1,0.009629424687504447,5,-23.525486561144106,-46.40507369759048
2436-87236,0,1,0,0,0,0,2,0,0,1,0,2,0.00961567753232923,6,-23.45501364999999,-46.75359195
122844-126784,0,0,0,0,0,0,0,1,1,2,1,2,0.011994851854656596,7,-23.511760481178516,-46.41088607050223
124096-124099,1,2,0,1,0,1,0,0,0,1,0,1,0.015276756033491023,7,-23.6952627,-46.652768449999996
104649-87140,0,0,2,2,1,0,0,1,1,1,0,1,0.017388319068407133,9,-23.66092855065149,-46.757661091767815
113996-113997,0,0,0,1,1,4,4,2,5,3,6,6,0.02183781496012485,32,-23.571744499999998,-46.5039791
93405-93403,0,0,1,1,2,0,1,3,1,1,1,6,0.02192304732221135,17,-23.585755239901047,-46.41478802616489
115797-1451,0,0,0,1,1,1,1,0,0,1,0,0,0.012440259682334169,5,-23.524772479874205,-46.5684172041848
12013-86969,0,1,0,0,1,1,1,0,2,1,0,2,0.017205023666070695,9,-23.53772705261153,-46.65751465134433
61505-61501,0,0,0,0,2,0,1,1,0,1,1,0,0.011871127458079446,6,-23.620905177788515,-46.58558657124159
80730-80744,0,0,2,0,1,0,1,0,0,1,0,0,0.009896119497904032,5,-23.622330999999996,-46.761264499999996
73735-97017,0,0,0,0,1,2,0,0,1,1,0,0,0.01018664271060734,5,-23.521084013711317,-46.407383020147975
36014-36013,0,0,0,0,1,1,0,1,0,2,1,0,0.012440259682334193,6,-23.690734351546354,-46.780193753172426
22450-9436,0,1,0,1,1,2,0,1,1,2,0,1,0.0198765541551247,10,-23.584350587499195,-46.57759839908704
69298-133255,0,0,1,0,0,1,1,1,0,3,0,0,0.01165300592929908,7,-23.53479007103798,-46.39401077523311
39859-8286,0,0,2,0,1,1,1,1,0,2,2,2,0.019487051425159756,12,-23.55532768538989,-46.642233355769896
106893-106880,0,0,1,0,0,1,0,0,0,2,0,1,0.010213220543946109,5,-23.697420719877098,-46.77578698743024
1987-141444,1,11,3,2,2,5,1,1,4,2,3,2,0.029475734375485455,37,-23.546770433391284,-46.63757626088657
139135-15682,0,0,0,0,0,0,0,1,2,1,1,0,0.009497451997822213,5,-23.67596406489954,-46.6994698424715
4464-4465,0,1,0,0,0,2,3,1,1,1,0,0,0.013947864366551651,9,-23.586014083491307,-46.747627916499376
30322-30873,0,0,1,0,1,2,0,0,0,1,0,1,0.01296265157899315,6,-23.72199370150279,-46.68825919874709
8232-8231,0,0,1,1,1,1,1,0,2,2,0,1,0.019862806999949502,10,-23.542281946633782,-46.57671545609256
124605-114668,0,0,0,1,3,1,0,1,0,1,1,1,0.01756703208568521,9,-23.57221772500054,-46.641309999995954
51247-51246,0,2,0,1,0,0,0,0,0,1,1,1,0.012884751033000125,6,-23.664272299999997,-46.658920949999995
39379-39378,0,1,1,0,2,2,1,0,2,1,0,0,0.017309502045402478,10,-23.49269703910911,-46.69635388323239
18430-18431,0,4,2,2,1,2,1,0,2,3,1,1,0.025023489052732682,19,-23.519055178030232,-46.70352028616384
24355-24358,0,0,1,1,0,0,0,0,1,1,0,1,0.01264921644099774,5,-23.545042420202343,-46.58908403752746
38580-100970,0,1,5,1,2,1,1,2,2,4,0,1,0.024425946041115795,20,-23.737352433915397,-46.66605263360853
10592-18422,0,0,0,1,2,1,1,1,0,1,1,2,0.019514545735510175,10,-23.519100642368205,-46.7017501856029
37881-37885,0,1,0,1,0,1,0,1,0,1,0,0,0.012306454038628574,5,-23.750636210125784,-46.66579279583926
23266-23265,0,1,0,1,0,2,1,0,0,1,0,0,0.012264296096091164,6,-23.542773105183166,-46.647151510870536
19263-19258,0,1,1,1,0,0,2,0,1,2,0,0,0.01467279768279237,8,-23.602163258397397,-46.60316659731294
51816-51875,0,0,1,0,0,0,0,0,0,2,1,1,0.010283789273845653,5,-23.66810768833077,-46.704121136490556
32030-32031,0,0,0,1,1,0,1,0,0,1,0,1,0.01242101366508886,5,-23.591431549999996,-46.588911550000006
16206-32704,0,1,2,0,1,0,0,1,2,2,0,0,0.014835014113860135,9,-23.532954608584042,-46.52823473617626
69345-69342,0,2,1,1,0,1,0,0,1,2,0,0,0.015241929907047109,8,-23.533937146121083,-46.399549540903635
21932-205,0,1,0,0,1,0,0,0,4,4,4,3,0.015328078746145234,17,-23.550891041610633,-46.62463727419483
18730-69818,0,1,1,0,0,1,0,1,0,1,1,0,0.014866174332257322,6,-23.513932676823952,-46.581694112589446
78044-78042,0,0,1,0,1,1,0,2,0,0,0,0,0.009857627463413345,5,-23.555774793949034,-46.464948165089396
635-634,0,0,0,1,1,0,1,0,0,1,1,0,0.012510828412233728,5,-23.624243200000002,-46.7049112
15245-852,0,0,0,1,2,0,1,2,0,2,0,0,0.011913285400616827,8,-23.6636619200181,-46.710045300011565
16682-16681,0,0,0,1,2,0,0,0,0,1,1,0,0.01056331476240875,5,-23.588124391686545,-46.59488328340678
75934-76118,0,1,0,0,1,0,0,0,0,2,1,0,0.010507409664696134,5,-23.536275657373615,-46.46843111959578
19668-19667,0,1,1,0,0,1,1,0,3,2,0,0,0.014560071010355464,9,-23.593771847150286,-46.61803402053529
55100-54907,0,0,1,1,0,1,1,0,0,1,0,0,0.012292706883453327,5,-23.603703480396348,-46.51360761992582
98069-98073,0,3,2,3,3,5,3,0,6,2,4,5,0.02502348905273268,36,-23.49443436352155,-46.403499713384456
25914-36707,0,0,0,0,1,0,1,0,1,0,1,2,0.01210482909605844,6,-23.58798807500436,-46.6342078250012
35107-35114,0,0,2,3,2,2,0,0,0,2,0,1,0.015592024125509724,12,-23.5660916453742,-46.51195612877497
41112-41119,1,0,0,0,1,0,0,1,1,1,1,0,0.014709456763259647,6,-23.464388716509916,-46.7135249323453
45357-45358,0,0,1,0,0,1,3,1,2,1,0,0,0.01397627515391379,9,-23.6267905,-46.5966435
134671-134672,0,0,0,1,0,0,1,0,0,1,1,1,0.012258797234021098,5,-23.7476135,-46.7801714
71032-140144,0,1,0,0,1,0,0,1,0,2,0,0,0.009909866653079268,5,-23.561316490927275,-46.48942161443565
3865-107191,0,0,0,2,0,0,0,0,0,1,1,1,0.010311283584196114,5,-23.682878980544885,-46.796769744518585
649-647,0,0,0,0,0,0,0,1,0,2,6,0,0.007174182773207477,9,-23.62588243221171,-46.7092500161251
16654-6809,0,0,0,1,0,1,0,0,0,1,1,2,0.012827929458275818,6,-23.520977114336656,-46.699967248729685
92341-92327,0,0,1,1,1,0,0,0,0,1,0,1,0.013075378251430052,5,-23.601019646301644,-46.438006083612976
74297-28964,0,3,2,0,0,0,1,3,2,3,1,0,0.01662031133261734,15,-23.48542472500213,-46.37942822499768
32014-5598,0,5,2,1,1,2,0,4,1,3,2,4,0.025065646995270106,25,-23.543300214208863,-46.63694660293641
23333-62518,1,3,3,3,2,1,5,1,1,4,1,3,0.029475734375485455,28,-23.540881074010493,-46.64386860384688
135389-4,0,1,1,0,0,0,0,0,0,1,3,0,0.0103598568658153,6,-23.573592259910875,-46.69802545155485
2831-2826,0,0,3,0,1,1,2,2,0,2,0,1,0.016899836821180472,12,-23.409002895860482,-46.581021024895314
9061-9083,0,2,1,0,0,1,0,0,2,1,0,0,0.012612557360530472,7,-23.639545232556696,-46.65052127531464
71692-71680,0,1,0,0,1,0,0,0,2,2,0,0,0.010243464285331646,6,-23.467218025006773,-46.592537624988125
17959-25802,0,1,1,0,1,1,1,0,0,1,1,2,0.02007084728160138,9,-23.581050688453004,-46.63792075798994
7608-113539,0,0,1,0,1,0,0,1,1,1,0,0,0.012261546665056123,5,-23.53933467047333,-46.64573808469026
93476-93500,1,0,0,0,0,0,0,0,1,2,0,1,0.009880539388705416,5,-23.588376227525938,-46.40885464152946
105675-118976,1,0,0,1,1,0,0,0,1,2,1,0,0.015349157717413926,7,-23.674102768564744,-46.77362328227362
96377-96376,0,1,1,0,2,1,2,1,2,1,1,2,0.024383788098578444,14,-23.53480311287096,-46.400721241778285
864-865,0,0,2,0,0,0,0,1,0,1,1,0,0.009776061009373619,5,-23.66820718059882,-46.70544358097803
36652-71851,0,0,0,0,0,1,0,0,0,2,1,1,0.010198556911759204,5,-23.596647015425848,-46.455849766628376
91282-33,0,1,0,1,1,0,0,1,1,3,2,0,0.017449723028189854,10,-23.5289861043384,-46.66155924182139
21433-21435,1,1,1,1,0,2,0,0,0,1,0,0,0.015381234412822815,7,-23.75644820376815,-46.66739895838497
107006-107007,0,0,1,1,0,0,0,0,1,2,0,2,0.012649216440997734,7,-23.701892524142906,-46.7723302787586
62703-50247,0,0,0,0,0,2,1,1,0,3,0,2,0.011548527549967273,9,-23.6344731000044,-46.61587642499673
72584-72581,0,0,0,1,0,1,0,1,0,3,2,1,0.014817601050638172,9,-23.510102056895427,-46.416629070186865
118774-56505,0,0,1,1,1,0,0,0,1,1,0,0,0.012901247619210411,5,-23.6754501,-46.68570715
27129-27123,0,0,0,0,2,0,0,0,0,3,1,3,0.010431342072726512,9,-23.590520550009135,-46.597644974998886
29899-29898,0,0,2,1,0,1,0,1,0,1,2,0,0.01492207942996996,8,-23.706076128180626,-46.688693971117516
104301-104298,0,1,2,2,1,1,0,2,1,3,2,2,0.025065646995270113,17,-23.61128064167464,-46.399747804944276
1970-5639,0,0,1,2,0,0,0,2,0,1,0,2,0.012315618808745378,8,-23.53459110000605,-46.63239465000274
115999-12340,0,1,0,1,0,1,0,0,0,1,1,0,0.012903997050245461,5,-23.636659194679297,-46.69481815162612
54817-54856,0,0,0,0,0,3,1,0,0,2,0,3,0.009558855957604941,9,-23.615365706295016,-46.506305115987175
112960-110204,0,0,1,3,0,0,0,0,0,2,1,0,0.010415761963527899,7,-23.534599112652565,-46.547256112459166
113575-113572,0,0,0,2,0,0,0,0,0,1,1,2,0.010311283584196116,6,-23.552362466585684,-46.41948891032245
55435-58925,0,0,1,0,2,2,1,0,1,2,0,0,0.014736034596598451,9,-23.66537946901957,-46.67815587783699
9333-6962,0,1,1,0,0,0,0,0,3,3,1,0,0.012683126090430017,9,-23.52482018299925,-46.6646259713347
48159-48465,0,2,0,1,0,1,1,1,1,1,1,2,0.02166185137388185,11,-23.771554995727875,-46.6796460102281
98177-36010,0,3,0,0,0,0,0,0,0,3,4,1,0.010255378486483476,11,-23.688183839420464,-46.78075628870039
4576-126877,1,3,0,1,1,2,1,0,0,1,0,1,0.019973700718363043,11,-23.571740062764917,-46.707900555358314
59428-59439,0,0,0,1,0,0,1,1,0,1,0,1,0.011661254222404207,5,-23.69727456736934,-46.63176405244501
23263-23264,0,0,2,1,1,0,0,0,1,1,3,1,0.01798586208002403,10,-23.543018675005506,-46.64546939999322
105155-105136,0,0,1,4,2,1,0,0,1,1,1,0,0.018005108097269348,11,-23.65831542928325,-46.742342952826874
118922-118923,0,0,3,1,2,1,1,0,2,2,1,3,0.0224500216039287,16,-23.722722826319476,-46.785292572865785
5573-5572,0,2,2,0,1,2,0,1,1,1,3,2,0.02243627444875345,15,-23.545457874737757,-46.64609904500324
4353-4313,0,1,1,0,1,0,2,3,0,5,1,1,0.019543872999883957,15,-23.665548768198413,-46.71152711106252
85904-85940,0,0,0,0,0,1,0,1,1,1,1,1,0.014511497728736285,6,-23.49215825,-46.40864265
140425-130263,0,1,0,2,0,0,1,1,0,2,2,3,0.016821936275187452,12,-23.58356415,-46.77853755000001
3119-51524,0,0,0,0,0,0,0,0,2,1,2,0,0.007507780405459859,5,-23.68480309985721,-46.69150617426114
5561-5562,0,0,1,1,0,0,1,1,0,1,0,0,0.011765732601735983,5,-23.54755065,-46.6441037
16114-8801,0,3,1,0,0,1,2,2,0,1,4,2,0.019311087838916732,16,-23.598979477435925,-46.6367339412172
36610-113533,0,1,4,4,2,0,0,1,2,5,3,0,0.02005160126435598,22,-23.605691118269576,-46.59435708371268
38166-130910,0,1,1,4,0,1,1,0,2,2,2,1,0.022274058017685644,15,-23.745652061994438,-46.66514253344498
41052-41044,0,0,1,0,0,1,1,0,0,1,1,1,0.014747948797750307,6,-23.47179872581558,-46.67420932778781
3826-119056,0,0,0,0,2,1,1,0,1,3,1,0,0.014721370964411527,9,-23.659729268139948,-46.76757608994902
72477-72454,0,2,0,0,0,0,0,0,1,3,0,1,0.009991433107118981,7,-23.530542109929318,-46.39687957914657
95696-95689,0,0,0,2,0,0,0,0,1,1,2,0,0.010137152951976472,6,-23.563149049999996,-46.401379399999996
111380-111399,0,0,0,1,0,1,1,0,1,1,0,0,0.012014097871901915,5,-23.486341950009628,-46.464216075000394
123045-123046,0,0,0,0,2,1,1,0,1,1,0,0,0.012134156360432309,6,-23.518768081193684,-46.38978468608332
36127-36128,0,0,2,0,0,0,0,0,1,2,1,0,0.010109658641626,6,-23.609783546660523,-46.58919940951024
87193-136013,0,1,1,1,0,0,1,0,1,1,0,1,0.01717019753962673,7,-23.60360843418996,-46.57057486484648
7437-25237,0,2,1,0,0,2,2,2,1,3,1,2,0.021634357063531395,16,-23.565124147971993,-46.69425334769197
130459-7638,0,2,0,0,1,0,0,1,0,1,0,0,0.00990986665307927,5,-23.511535179768927,-46.628407468304324
19656-19662,0,0,0,1,1,0,0,1,0,1,0,1,0.012463171607626248,5,-23.6031382534624,-46.61666955366405
73326-73371,0,1,2,0,0,0,0,0,0,1,0,1,0.010270042118670407,5,-23.48956845000022,-46.42092127500172
8466-7692,0,1,0,1,2,2,0,0,0,1,1,1,0.018150827942126885,9,-23.503447779142427,-46.626452856825885
118871-107386,0,1,0,0,0,0,0,0,1,2,1,0,0.01008124785426385,5,-23.716176089837457,-46.76835730280069
87590-87594,0,0,2,1,1,0,0,0,0,1,0,0,0.01057797839459565,5,-23.45663913547311,-46.65705923034274
61530-61528,0,0,0,0,1,0,0,0,1,1,2,0,0.010257211440506888,5,-23.622005075562107,-46.58851304362386
127601-89314,0,0,1,0,0,1,2,1,4,1,0,3,0.016473675010748142,13,-23.435091723152986,-46.73171817067767
132296-3380,0,0,2,1,0,0,0,0,0,2,2,0,0.010415761963527892,7,-23.643173470830284,-46.73496553786494
96666-96667,0,1,0,0,1,0,0,0,0,1,1,1,0.013004809521530524,5,-23.55048837949696,-46.39583917168067
41030-41020,0,1,0,0,1,3,0,0,1,3,2,2,0.01784472462022493,13,-23.45533786895193,-46.69524493171174
97142-97160,0,1,0,0,1,1,0,0,1,1,0,0,0.012760110159411349,5,-23.506894425011417,-46.39586687500375
59270-59249,0,1,0,0,0,1,0,0,1,1,0,1,0.01250807898119869,5,-23.69973025520138,-46.643087465498
36405-78651,0,0,1,2,0,1,0,0,0,1,0,1,0.012842593090462751,6,-23.561893425005284,-46.446082324963676
64356-66626,0,0,0,0,1,0,0,1,1,3,1,0,0.012246883032869218,7,-23.58822752500066,-46.76548094999954
9353-9352,0,0,0,0,2,1,0,0,0,1,1,0,0.010450588089971862,5,-23.521523607018224,-46.66738192868853
44569-90104,0,1,0,0,0,1,2,0,0,1,0,1,0.012132323406408938,6,-23.408808384457817,-46.73573562445145
5214-132336,0,1,0,0,0,0,1,1,0,3,0,0,0.009107949267857208,6,-23.618534750929875,-46.73283218442887
4550-31522,0,1,1,0,0,1,1,1,0,1,0,0,0.014226473378103063,6,-23.574050401985488,-46.71037797230547
39387-62510,0,1,1,1,2,0,0,0,3,4,0,0,0.015474715068014434,12,-23.484972005083854,-46.69155079689036
3614-139616,0,0,1,1,0,0,0,0,2,3,1,0,0.012739031188142624,8,-23.607838993837156,-46.72561836333287
87795-87804,0,1,3,1,2,0,0,0,0,1,0,0,0.013151445843399681,8,-23.453573135849727,-46.675372715249644
110218-129858,0,0,1,1,0,0,0,0,1,2,0,0,0.010151816584163375,5,-23.549030500024863,-46.60415629997062
7561-7560,0,2,0,1,0,1,2,1,2,1,4,2,0.021661851373881855,16,-23.52343465634616,-46.659642474441725
14093-1922,0,0,0,0,0,1,0,0,1,2,1,1,0.012521826136373933,6,-23.54210747510229,-46.628628880329096
70101-36498,0,0,1,1,0,1,0,0,1,1,1,0,0.015255677062222332,6,-23.53404261672449,-46.452297112423146
22456-22457,0,4,1,2,1,1,0,4,0,2,0,0,0.017657763309841753,15,-23.546704142824442,-46.64891986718864
22607-6750,0,2,2,1,1,1,0,1,0,1,0,3,0.020155163166676128,12,-23.527811509447943,-46.674238488381135
134628-1009,0,0,0,0,0,0,0,0,2,1,1,1,0.010005180262294223,5,-23.599633975018975,-46.59778974160639
6535-130593,0,0,0,2,2,5,0,3,0,2,6,3,0.01756703208568521,23,-23.551319487872085,-46.650347191120645
102492-41873,0,0,0,1,1,0,1,0,0,2,0,0,0.009923613808254485,5,-23.48654840814575,-46.72580058719275
3496-115776,0,1,1,0,1,1,0,0,3,1,0,0,0.01536198839557749,8,-23.646363119827278,-46.70555292601516
126304-61364,0,0,2,2,0,2,0,0,0,1,1,0,0.012932407837607615,8,-23.552700403314667,-46.67438740000955
74014-73999,0,0,0,1,0,0,2,0,0,1,2,0,0.009761397377186738,6,-23.441925326852832,-46.59111762243882
92197-76048,0,0,0,0,0,0,2,1,0,2,2,0,0.00912169642303245,7,-23.61378492164271,-46.455960834134096
6537-6866,0,1,0,0,4,0,0,2,1,3,3,0,0.014820350481673216,14,-23.545078414719164,-46.652998212502254
17959-8810,0,1,1,0,0,3,0,0,0,1,0,1,0.012786687992750118,7,-23.581942994293506,-46.63818701842827
16583-16590,0,0,0,2,0,0,0,0,0,1,1,1,0.010311283584196114,5,-23.581545133388435,-46.59596006666706
91955-76063,0,0,0,2,0,0,0,1,0,1,1,0,0.0098035553197241,5,-23.616838661504787,-46.4614073683244
77880-77761,0,0,0,0,0,0,0,0,1,3,0,2,0.0074179656583149775,6,-23.548959786010393,-46.49101118012189
5528-125892,0,3,0,0,1,0,0,0,0,2,1,0,0.01050740966469613,7,-23.542529900786775,-46.640615541530096
21437-38002,0,4,2,0,0,0,0,1,0,2,2,1,0.014846928315012003,12,-23.75943320959071,-46.66629503099917
5303-128446,0,1,0,1,0,0,0,1,0,2,1,2,0.014874422625362486,8,-23.57332343131958,-46.64027761872465
88341-88022,0,2,1,0,0,0,0,0,0,1,3,0,0.010359856865815305,7,-23.461203878314556,-46.68702792440112
15725-102821,0,0,0,0,0,2,0,0,1,1,0,1,0.009934611532394682,5,-23.51344486946703,-46.67233988889635
72324-70111,0,2,1,0,1,0,0,1,0,1,2,2,0.017596359350059026,10,-23.53899184901235,-46.458548530344686
110357-110358,0,1,3,7,3,5,2,1,2,1,0,0,0.021928546184281444,25,-23.517522165410146,-46.65411164013747
29811-21430,0,1,5,1,2,0,0,1,4,1,1,1,0.022549001121190345,17,-23.703412226324886,-46.70110548187233
4756-3623,0,1,1,1,0,0,0,0,2,1,1,1,0.01780989849378102,8,-23.629488286925618,-46.73627347177707
54877-54843,0,0,0,2,1,0,1,0,1,1,1,0,0.01483409763684846,7,-23.619262825646203,-46.51159342589896
6070-115630,0,2,1,0,2,2,0,0,1,2,2,1,0.020446602856391053,13,-23.552746808356943,-46.61729547501545
5421-5422,0,0,2,1,0,1,0,0,0,1,1,0,0.012932407837607615,6,-23.552464149538466,-46.63347931092759
100163-100174,0,2,0,1,1,0,1,0,0,3,2,0,0.01508429586103774,10,-23.724032394609022,-46.7738362460051
8044-8045,0,0,0,0,2,0,1,0,0,1,3,0,0.009881455865717117,7,-23.54909826236377,-46.505617125450634
5615-61888,0,1,2,2,1,0,0,0,0,2,0,1,0.015648845700234053,9,-23.551795142421664,-46.64725328317054
99948-99944,0,0,1,1,1,0,1,0,2,3,1,1,0.019933375729848938,11,-23.741856221846664,-46.77905577988267
72170-72177,0,1,1,0,0,0,0,1,2,1,0,0,0.012085583078813144,6,-23.515212522909643,-46.49885439556374
61508-61505,0,1,1,1,2,1,0,1,1,2,1,0,0.022568247138435697,11,-23.621443362935526,-46.585097632964576
3538-83189,0,0,1,1,0,0,0,0,0,1,1,1,0.01291316182036228,5,-23.60837593553737,-46.75136191891946
25785-17961,0,0,2,1,0,0,0,1,0,1,0,0,0.009818218951911015,5,-23.587173799928472,-46.63428758178017
113626-69289,1,0,0,0,0,0,0,0,1,1,1,1,0.012467753992684653,5,-23.55482328974344,-46.412623930728735
82206-82205,0,2,1,0,2,1,2,0,0,1,1,1,0.02007084728160138,11,-23.51282783660718,-46.45766530255213
126883-50731,0,2,1,1,2,1,0,0,0,2,2,0,0.018255306321458654,11,-23.620211028593395,-46.69962609287994
56873-56872,0,1,0,1,0,0,0,1,0,1,1,0,0.0123770227685281,5,-23.6781985,-46.66336615
10181-10182,0,0,2,1,0,0,1,0,1,0,0,1,0.01199943423971501,6,-23.582927011460693,-46.77493570210402
30093-31280,0,1,0,0,1,2,0,0,0,1,0,0,0.010436840934796635,5,-23.71915353828426,-46.699234253380524
4-5,0,0,1,0,2,0,0,2,1,1,1,0,0.014848761269035374,8,-23.572300966420382,-46.69964332778113
64851-64852,0,0,1,1,2,0,3,1,1,1,0,2,0.01933583271823211,12,-23.60360155,-46.47094425
31747-31746,0,0,0,0,2,1,1,0,0,1,0,0,0.009810887135817589,5,-23.60145070237739,-46.526173383811496
52200-53261,0,1,0,2,0,1,1,1,2,1,0,0,0.016577236913068276,9,-23.486515400000002,-46.4665681
6458-112873,0,2,3,3,1,2,0,1,1,1,0,1,0.02247843239129085,15,-23.559614926319462,-46.64534342254825
99967-99966,0,1,0,0,1,0,0,2,0,1,0,1,0.012407266509913615,6,-23.74703589131315,-46.7779314403124
70286-4042,1,0,0,0,1,0,1,0,0,1,1,0,0.012344029596107564,5,-23.657460268984842,-46.77629505810438
257-258,0,0,1,1,2,4,2,2,0,1,1,0,0.019619024114841944,14,-23.52513402491379,-46.62536215660339
121541-37766,0,0,0,0,1,1,0,1,0,1,1,0,0.01244025968233419,5,-23.753793365733785,-46.68072867073309
51260-51101,0,1,1,1,0,2,0,0,0,1,0,0,0.01291866068243236,6,-23.662924957868942,-46.65867064050266
52126-129758,0,1,0,0,1,1,0,0,0,1,1,0,0.013024055538775848,5,-23.49675645,-46.5151688
5530-32014,0,4,1,2,1,0,0,0,0,1,1,0,0.015738660447378913,10,-23.54298972555794,-46.63788211020888
113539-23322,0,1,1,0,3,1,0,0,0,1,0,0,0.013038719170962791,7,-23.539625322613716,-46.64505643212361
1016-225,0,0,1,0,0,1,0,0,1,1,1,1,0.015123704372540082,6,-23.599837645071645,-46.597344535142355
72465-72466,0,0,0,3,0,0,0,2,0,2,3,2,0.012300955176558465,12,-23.50364704611865,-46.40510366048986
78377-78378,0,0,1,1,0,0,1,0,0,1,1,1,0.014860675470187249,6,-23.551625675001254,-46.46002834999658
4134-16014,0,1,1,1,0,1,0,0,0,2,2,0,0.015505875286411609,8,-23.668301049999997,-46.6515614
125883-148,0,1,1,1,0,0,1,1,0,3,0,0,0.01433920005053998,8,-23.5508633,-46.6376792
5547-23349,0,0,1,0,0,1,0,0,0,1,1,1,0.012800435147925336,5,-23.541459458510353,-46.64058648846711
38236-39274,0,0,1,0,1,3,0,0,0,1,1,0,0.013052466326138002,7,-23.488556328441586,-46.75621678931269
5305-5306,0,1,1,1,1,4,3,1,0,1,1,0,0.02219249156364598,14,-23.571944012551718,-46.64335356762306
12823-12824,0,0,0,1,0,1,0,0,0,3,1,0,0.010330529601441476,6,-23.627051433337776,-46.684179299989275
41061-88020,0,0,1,0,2,0,1,0,0,1,0,0,0.00989611949790403,5,-23.45904004325905,-46.686064228388744
98981-23483,0,0,0,0,1,2,0,0,3,1,0,0,0.01018664271060734,7,-23.550951365997058,-46.655922329292494
105627-105621,0,0,0,0,0,3,0,0,1,1,1,1,0.01252182613637393,7,-23.672067311105874,-46.76413622545232
61435-36610,0,2,1,2,1,1,0,1,0,1,0,0,0.017657763309841753,9,-23.605113909791292,-46.59528167522011
3530-63669,0,1,1,0,1,0,1,0,0,1,1,1,0.01755420140752162,7,-23.62518496195287,-46.76407875098317
107136-107357,0,0,2,2,1,4,1,2,1,3,1,3,0.02443969319629106,20,-23.702701716687997,-46.78319934768366
74013-74011,0,3,1,0,1,0,1,2,0,2,0,0,0.014459258539070364,10,-23.439705678154535,-46.5792606746343
99799-99800,0,0,0,0,0,1,0,0,1,2,1,0,0.010024426279539561,5,-23.563587766185606,-46.65383095633889
119774-3571,0,5,2,1,1,1,0,0,0,1,1,0,0.01825530632145865,12,-23.554584493626855,-46.66151677250449
21907-21879,0,1,0,0,1,0,0,1,0,3,0,0,0.00990986665307927,6,-23.546559597610653,-46.61619430060021
135210-22450,0,0,1,1,2,0,0,1,2,1,3,2,0.019975533672386383,13,-23.5843698588142,-46.57826819197331
12012-18845,0,2,0,0,0,1,0,0,1,1,0,0,0.010010679124364324,5,-23.52175420255545,-46.718435265152124
23922-115055,0,1,1,0,2,1,0,0,0,1,0,0,0.01303871917096279,6,-23.56365688237555,-46.634231677750265
95563-95561,0,0,0,0,0,0,1,1,2,1,1,0,0.011444965647647184,6,-23.557081549910585,-46.40348847659692
4275-118742,0,0,0,2,1,0,3,0,0,1,0,1,0.01242101366508886,8,-23.674705527069435,-46.7482239151755
19271-19272,0,2,2,1,0,2,0,0,0,1,0,0,0.012918660682432363,8,-23.619834747731694,-46.62755245749257
113413-9435,0,1,0,1,1,0,0,0,0,1,0,1,0.013046967464067909,5,-23.584333182390893,-46.58174555456419
6129-6128,0,1,0,0,2,0,0,1,0,1,2,0,0.012497081257058491,7,-23.549499642035943,-46.610950988283776
140623-129853,0,0,1,1,0,0,0,0,1,1,2,0,0.012739031188142626,6,-23.520556950001087,-46.475619450012864
111015-99799,0,1,1,0,2,2,0,1,0,1,1,1,0.020113005224138728,10,-23.563652616185607,-46.65389470633889
41009-41010,0,2,0,1,2,1,0,1,4,1,0,1,0.019876554155124713,13,-23.434958004347017,-46.71814967293412
112519-124395,0,0,1,1,0,0,0,0,0,1,1,1,0.012913161820362284,5,-23.49908352827184,-46.62482331782584
3486-129533,0,1,1,2,1,1,1,0,1,2,1,2,0.025023489052732682,13,-23.639241340519547,-46.73635284597937
132331-44390,0,0,1,1,0,0,1,0,0,1,1,0,0.012363275613352868,5,-23.604583924870827,-46.7195399080291
107124-107126,0,0,1,2,3,2,1,0,0,2,2,7,0.020126752379313974,20,-23.70200511855299,-46.791291382646506
130651-32304,0,0,0,0,1,1,0,1,0,1,1,0,0.012440259682334188,5,-23.548894648272608,-46.65439581159591
5618-5619,0,1,0,0,2,0,0,1,0,4,1,0,0.01249708125705849,9,-23.549847162683697,-46.64495008989577
